uid,school_education,graduation_1,graduation_2,graduation_3,graduation_4,graduation_5,graduation_6,graduation_7
19822,,,,,,,,
20316,,,,,,,,
19907,,,,,,,,
20187,,,,,,,,
19893,,,,,,,,
20055,,,,,,,,
20166,,,,,,,,
20174,,,,,,,,
20183,,,,,,,,
19840,,,,,,,,
20017,,,,,,,,
20225,,,,,,,,
19869,,,,,,,,
20143,,,,,,,,
106999,1993,,,,,,,
19964,,,,,,,,
19861,,,,,,,,
104232,1986,,,,,,,
20179,,,,,,,,
19872,,,,,,,,
28207,,,2011,,,2014,,
20135,,,,,,,,
20286,,,,,,,,
20356,,,,,,,,
20047,,,,,,,,
19846,,,,,,,,
20219,,,,,,,,
20197,,,,,,,,
20006,,,,,,,,
17502,2008,,,,,2013,,
16195,2017,,,,,,,
19915,,,,,,,,
20169,,,,,,,,
20188,,,,,,,,
20214,,,,,,,,
19828,,,,,,,,
20263,,,,,,,,
105268,1984,,,,,,,
20190,,,,,,,,
19908,,,,,,,,
19875,,,,,,,,
20334,,,,,,,,
20134,,,,,,,,
60693,2004,,,,,,,
82888,1999,,,,,,,
13220,1969,,,,,,,
20110,,,,,,,,
116434,1984,,,,,,,
20024,,,,,,,,
19843,,,,,,,,
20116,,,,,,,,
19961,,,,,,,,
20049,,,,,,,,
11952,2010,,,,,,,
20270,,,,,,,,
20295,,,,,,,,
20059,,,,,,,,
19963,,,,,,,,
19877,,,,,,,,
20145,,,,,,,,
20142,,,,,,,,
19783,,,,,,,,
19892,,,,,,,,
19769,,,,,,,,
49477,1994,,,,,,,
19993,,,,,,,,
20231,,,,,,,,
71091,2002,,,,,,,
20123,,,,,,,,
6372,1997,,,,,,,
20204,,,,,,,,
20658,,,,,,,,
21005,,,,,,,,
20910,,,,,,,,
20390,,,,,,,,
26084,2003,,,,,,,
20811,,,,,,,,
20523,,,,,,,,
20992,,,,,,,,
20647,,,,,,,,
20448,,,,,,,,
20825,,,,,,,,
38259,2007,,,,,,,
20588,,,,,,,,
2359,2003,,,,,2009,,
885,2009,,,,,2014,,
20895,,,,,,,,
49398,2000,,,,,2005,,
20667,,,,,,,,
20792,,,,,,,,
20924,,,,,,,,
69992,1968,,,,,,,
20774,,,,,,,,
20813,,,,,,,,
20765,,,,,,,,
72844,2001,,,,,2006,,
37148,1998,,,,,,,2003
20834,,,,,,,,
20549,,,,,,,,
20949,,,,,,,,
20917,,,,,,,,
100146,2005,,2012,2021,,,,
20815,,,,,,,,
91517,1998,,,,,,,
20767,,,,,,,,
20703,,,,,,,,
20677,,,,,,,,
20951,,,,,,,,
20427,,,,,,,,
22831,2007,,,,,,,
108620,1999,,,,,,,
20969,,,,,,,,
20710,,,,,,,,
20791,,,,,,,,
20772,,,,,,,,
21017,,,,,,,,
20545,,,,,,,,
20757,,,,,,,,
20882,,,,,,,,
20614,,,,,,,,
20963,,,,,,,,
20762,,,,,,,,
20456,,,,,,,,
20453,,,,,,,,
20550,,,,,,,,
20425,,,,,,,,
109393,1982,,,,,,,
99524,1979,,,,,,,
20740,,,,,,,,
86772,2018,,,,,,,
20517,,,,,,,,
20586,,,,,,,,
102939,2000,,,,,,,
20539,,,,,,,,
20663,,,,,,,,
14070,2014,,,,,,,
20611,,,,,,,,
20499,,,,,,,,
16465,2000,,,,,,,
103430,2013,,,,,,,
25473,2009,,2014,,,,,
108425,1984,,,,,,,
20488,,,,,,,,
20689,,,,,,,,
34120,1999,,,,,,,
21012,,,,,,,,
38203,,,,2024,,,,
13697,2013,,,,,,,
92289,2016,,,,,,,
20574,,,,,,,,
21015,,,,,,,,
20457,,,,,,,,
20467,,,,,,,,
20485,,,,,,,,
20775,,,,,,,,
20931,,,,,,,,
20771,,,,,,,,
80629,2002,,,,,,,
20929,,,,,,,,
41595,2018,,,,,,,
20715,,,,,,,,
20552,,,,,,,,
20864,,,,,,,,
6699,1989,,,,,,,
20383,,,,,,,,
34466,2006,,,,,,,
20880,,,,,,,,
21014,,,,,,,,
20883,,,,,,,,
20970,,,,,,,,
20799,,,,,,,,
20739,,,,,,,,
20764,,,,,,,,
20636,,,,,,,,
20546,,,,,,,,
20920,,,,,,,,
50846,1999,,,,,,,
20402,,,,,,,,
106786,,,1977,,,,,
20438,,,,,,,,
20477,,,,,,,,
20794,,,,,,,,
20431,,,,,,,,
89661,2014,,,,,,,
52723,1987,,,,,,,
20476,,,,,,,,
93708,1993,,,,,,,
20489,,,,,,,,
39497,,,,,,2002,,
59378,1999,,,,,,,
90182,1994,,,,,,,
11531,1995,,,,,,,
109105,1973,,,,,,,
20678,,,,,,,,
25850,,,,2017,,,,
21007,,,,,,,,
21010,,,,,,,,
20782,,,,,,,,
20911,,,,,,,,
20481,,,,,,,,
20679,,,,,,,,
60020,2003,,,,,,,
55989,2000,,,,,,,
20755,,,,,,,,
20627,,,,,,,,
20852,,,,,,,,
57319,1993,,,,,1998,,
20768,,,,,,,,
20793,,,,,,,,
20460,,,,,,,,
20873,,,,,,,,
15097,2018,,,,,,,
20541,,,,,,,,
20996,,,,,,,,
20490,,,,,,,,
66727,2003,,,,,,,
11881,2007,,,,,,,
20388,,,,,,,,
20871,,,,,,,,
20468,,,,,,,,
20444,,,,,,,,
66790,1998,,,,,,,
13080,2005,,,,2012,2010,,
53092,2013,,,,2019,,2017,
20744,,,,,,,,
20754,,,,,,,,
20974,,,,,,,,
63328,2015,,,,,,,
20532,,,,,,,,
20984,,,,,,,,
20694,,,,,,,,
77069,1977,,,,,,,
20603,,,,,,,,
27411,2024,,,,,,,
20806,,,,,,,,
11291,,,,,,1978,,
20923,,,,,,,,
101330,,,,,,2005,,
116642,2000,,,,,,,
20501,,,,,,,,
20947,,,,,,,,
20619,,,,,,,,
21061,,,,,,,,
21554,,,,,,,,
21297,,,,,,,,
21329,,,,,,,,
21273,,,,,,,,
21383,,,,,,,,
21300,,,,,,,,
21106,,,,,,,,
21574,,,,,,,,
21166,,,,,,,,
21193,,,,,,,,
21516,,,,,,,,
21473,,,,,,,,
21224,,,,,,,,
21152,,,,,,,,
21498,,,,,,,,
21287,,,,,,,,
60908,,,,,,2002,,
21092,,,,,,,,
21591,,,,,,,,
117006,2011,,,,,,,
21522,,,,,,,,
21599,,,,,,,,
21364,,,,,,,,
21328,,,,,,,,
21553,,,,,,,,
21441,,,,,,,,
21485,,,,,,,,
21043,,,,,,,,
21453,,,,,,,,
59654,2005,,2011,,,,,
21160,,,,,,,,
57293,1990,,,,,,,
21177,,,,,,,,
21533,,,,,,,,
21530,,,,,,,,
21505,,,,,,,,
116302,1999,,,,,2005,,
21520,,,,,,,,
21296,,,,,,,,
21428,,,,,,,,
114164,2018,,,,,,,
63426,1992,,,,,,2000,
21371,,,,,,,,
71973,1994,,,,,,,
21093,,,,,,,,
62464,1980,,,,,,,
57328,1994,,,,,,,
111594,2009,,,,,,,
30887,,,,2023,,,,
21470,,,,,,,,
67032,,,,,,,2016,
90440,2003,,,,,,,
21240,,,,,,,,
21461,,,,,,,,
21452,,,,,,,,
21045,,,,,,,,
21446,,,,,,,,
21474,,,,,,,,
21344,,,,,,,,
26272,2000,,,,,2009,,
21499,,,,,,,,
21225,,,,,,,,
48737,1989,,,,,,,
21531,,,,,,,,
21146,,,,,,,,
21613,,,,,,,,
21429,,,,,,,,
21028,,,,,,,,
12639,1978,,,,,1984,,
79687,2002,,,,,,,
21512,,,,,,,,
21263,,,,,,,,
21278,,,,,,,,
21467,,,,,,,,
21367,,,,,,,,
21072,,,,,,,,
21251,,,,,,,,
21324,,,,,,,,
21372,,,,,,,,
21051,,,,,,,,
13885,2013,,,,,,,
21269,,,,,,,,
21306,,,,,,,,
21620,,,,,,,,
21212,,,,,,,,
21586,,,,,,,,
96270,2004,,,,,2010,,
21449,,,,,,,,
21365,,,,,,,,
21188,,,,,,,,
21481,,,,,,,,
62668,,,,,,2007,,
50110,1983,,,,,,,
3948,1999,,,,,,,
21097,,,,,,,,
21594,,,,,,,,
48090,1994,,,,,,,
21355,,,,,,,,
81501,1988,,,,,,,
54514,2010,,,2020,,,,
21036,,,,,,,,
21509,,,,,,,,
31431,2020,,,,,,,
108371,2005,,,,,,,
21321,,,,,,,,
21381,,,,,,,,
21178,,,,,,,,
21129,,,,,,,,
21234,,,,,,,,
21504,,,,,,,,
21291,,,,,,,,
21555,,,,,,,,
20832,2005,,,,,2011,,
73313,2004,,,,,,,
21618,,,,,,,,
21538,,,,,,,,
21156,,,,,,,,
21063,,,,,,,,
24640,2001,,,,,,,
103588,1964,,,,,,,
21131,,,,,,,,
21502,,,,,,,,
110896,2004,,,,,,,
36028,2002,,,,,,,
21490,,,,,,,,
21576,,,,,,,,
21491,,,,,,,,
21326,,,,,,,,
21377,,,,,,,,
25454,1972,,,,,,,
21569,,,,,,,,
47854,2009,,,,,,,
21209,,,,,,,,
26193,2005,,,,,2010,,
106425,2014,,,,,,,
42728,2001,,,,,,,
24368,2003,,,,,2008,,
21391,,,,,,,,
21280,,,,,,,,
21358,,,,,,,,
94965,2002,,,,,,,
21557,,,,,,,,
41272,2008,,,,,,2012,2014
21202,,,,,,,,
40547,1999,,,,,,,
21646,,,,,,,,
21696,,,,,,,,
35979,2004,,,,,,,2010
22013,,,,,,,,
21886,,,,,,,,
21813,,,,,,,,
22088,,,,,,,,
21717,,,,,,,,
22155,,,,,,,,
84890,1991,,,,,2005,,
21866,,,,,,,,
22206,,,,,,,,
22003,,,,,,,,
21733,,,,,,,,
84723,2007,,,,,,,
21795,,,,,,,,
22203,,,,,,,,
22167,,,,,,,,
21753,,,,,,,,
21875,,,,,,,,
64108,,,,,,2009,,
4200,2009,,,,,,,
22059,,,,,,,,
21700,,,,,,,,
21676,,,,,,,,
83380,2005,,2010,,,,,
21802,,,,,,,,
21657,,,,,,,,
117363,2011,,,,,,,
36533,,,,,,2008,,
22080,,,,,,,,
21662,,,,,,,,
22136,,,,,,,,
21912,,,,,,,,
22111,,,,,,,,
75103,2004,,,,,2009,,
21784,,,,,,,,
21815,,,,,,,,
22085,,,,,,,,
8909,2003,,,,,,,
47023,2006,,,,,,,
31287,2001,,,,,,,
45519,,,,,,2002,,
9074,1965,,,,,,,
22087,,,,,,,,
21965,,,,,,,,
21882,,,,,,,,
18213,2020,,,,,,,
61555,1979,,,,,,,
74592,1973,,,,,,,
21897,,,,,,,,
45885,,,2012,,,,,
21788,,,,,,,,
85264,2024,,,,,,,
37542,1964,,,,,,,
21941,,,,,,,,
21991,,,,,,,,
21812,,,,,,,,
28775,,,2015,,,,,
22058,,,,,,,,
21771,,,,,,,,
83519,2004,,,2015,,,,
22148,,,,,,,,
21773,,,,,,,,
52869,1997,,,,,,,
21982,,,,,,,,
22095,,,,,,,,
22107,,,,,,,,
22256,,,,,,,,
113043,1978,,,,,,,
22223,,,,,,,,
22077,,,,,,,,
24777,1974,,,,,,,
21838,,,,,,,,
21761,,,,,,,,
22205,,,,,,,,
15275,2005,,,,,,,
22158,,,,,,,,
16914,2014,,,,,,,
22001,,,,,,,,
36520,,,,,,2004,,
21762,,,,,,,,
33352,1987,,,,,,,
22070,,,,,,,,
21692,,,,,,,,
22200,,,,,,,,
21660,,,,,,,,
76734,1996,,,,,,,
21699,,,,,,,,
21871,,,,,,,,
21976,,,,,,,,
21730,,,,,,,,
73459,1980,,,,,,,
21719,,,,,,,,
22152,,,,,,,,
22098,,,,,,,,
29628,,,,,,,,1982
99585,2007,,2011,,,,,
22082,,,,,,,,
7925,2004,,,,,2010,,
22184,,,,,,,,
21894,,,,,,,,
22134,,,,,,,,
94744,1974,,,,,1988,,
16961,1992,,,,,,,
22211,,,,,,,,
57154,2014,,,,,,,
21936,,,,,,,,
22057,,,,,,,,
21904,,,,,,,,
6946,1989,,,,,,,
21732,,,,,,,,
20527,2000,,,,,,,
21690,,,,,,,,
69810,2014,,,,,,,
21713,,,,,,,,
91589,,,,2018,,,,
13009,2001,,,,,,,
21658,,,,,,,,
6321,2014,,,,,,,
22023,,,,,,,,
99921,1976,,,,,,,
98194,,,2014,,,,,
20091,1999,,,,,2006,,
112362,2010,,,,,,,
21672,,,,,,,,
27574,2005,,,,,,,
22218,,,,,,,,
22201,,,,,,,,
22038,,,,,,,,
31665,2006,,2011,,,,,
22062,,,,,,,,
21879,,,,,,,,
63742,1988,,,,,,,
84438,,,,,,,2012,
30663,2001,,,,,,,
21680,,,,,,,,
21695,,,,,,,,
21963,,,,,,,,
21849,,,,,,,,
21735,,,,,,,,
32625,,,,,,2006,,
15773,1992,,,,,,,
22723,,,,,,,,
22865,,,,,,,,
22548,,,,,,,,
43408,1990,,,,,,,
109181,2006,,,,,2011,,
22392,,,,,,,,
110414,,,,,,2005,,
22461,,,,,,,,
20162,1976,,,,,,,
22526,,,,,,,,
22477,,,,,,,,
62737,2012,,2012,,,,,
22685,,,,,,,,
22577,,,,,,,,
10778,2005,,,,,,,
22349,,,,,,,,
22862,,,,,,,,
22277,,,,,,,,
102046,1989,,,,,,,
22287,,,,,,,,
22657,,,,,,,,
22506,,,,,,,,
2119,1983,,,,,,,
22354,,,,,,,,
22370,,,,,,,,
22615,,,,,,,,
22610,,,,,,,,
118539,2014,,,,,,,
22713,,,,,,,,
22530,,,,,,,,
22816,,,,,,,,
22701,,,,,,,,
7067,2020,,,,,,,
38567,2022,,,,,,,
22285,,,,,,,,
22727,,,,,,,,
7557,1967,,,,,,,
3790,2009,,,,,,,
22338,,,,,,,,
13619,1997,,,,,,,
22670,,,,,,,,
22725,,,,,,,,
22532,,,,,,,,
72918,,,,,,1981,,
64861,2003,,,,,,,
22818,,,,,,,,
22399,,,,,,,,
22704,,,,,,,,
22508,,,,,,,,
35483,,,,,,,,2015
22850,,,,,,,,
28297,1984,,,,,,,
22739,,,,,,,,
22464,,,,,,,,
36830,1965,,,,,,,
22625,,,,,,,,
22278,,,,,,,,
22331,,,,,,,,
22639,,,,,,,,
22653,,,,,,,,
22732,,,,,,,,
22708,,,,,,,,
101649,,,,,,2010,,
22306,,,,,,,,
74651,2007,,,,,,,
22705,,,,,,,,
30323,,,,,,2003,,
22554,,,,,,,,
22476,,,,,,,,
22781,,,,,,,,
22636,,,,,,,,
22860,,,,,,,,
22772,,,,,,,,
22518,,,,,,,,
85410,1999,,,,,,,
22804,,,,,,,,
87134,2001,,,,,,,
32564,1999,,,,,,2007,
2148,1977,,,,,1982,,
22807,,,,,,,,
22669,,,,,,,,
28032,2010,,,,,2016,,
22402,,,,,,,,
104166,2012,,,,,,,
22824,,,,,,,,
39252,2005,,,,,,,
57121,2013,,,2017,,,,
22640,,,,,,,,
100864,1999,,,,,,,
22715,,,,,,,,
19759,2005,,,,,,,
22301,,,,,,,,
22395,,,,,,,,
22844,,,,,,,,
22616,,,,,,,,
22539,,,,,,,,
94958,2006,,,,,,,
22319,,,,,,,,
22716,,,,,,,,
22834,,,,,,,,
33641,2009,,,,,,,
39838,1999,,,,,,,
30039,1977,,,,,,,
22679,,,,,,,,
22632,,,,,,,,
82953,1992,,,,,,,
22788,,,,,,,,
22368,,,,,,,,
22455,,,,,,,,
39285,2006,,2011,,,,,
22684,,,,,,,,
22441,,,,,,,,
22811,,,,,,,,
80070,2009,,,,,,,
43277,,2014,,,,,,
22444,,,,,,,,
22546,,,,,,,,
22516,,,,,,,,
22427,,,,,,,,
22633,,,,,,,,
22449,,,,,,,,
10672,2004,,2009,,,,,
22547,,,,,,,,
85921,1987,,,,,,,
22375,,,,,,,,
22507,,,,,,,,
115117,1995,,,,,,,
22383,,,,,,,,
22330,,,,,,,,
22875,,,,,,,,
22659,,,,,,,,
16540,2007,,,,,,,
22741,,,,,,,,
22419,,,,,,,,
22751,,,,,,,,
22346,,,,,,,,
22813,,,,,,,,
63807,1972,,,,,1989,,
22553,,,,,,,,
22320,,,,,,,,
96669,2002,,2011,,,,,
81547,2009,,,,,,,
117695,1999,,,,,,,
11935,2013,,,,,2019,,
22798,,,,,,,,
22613,,,,,,,,
22866,,,,,,,,
22485,,,,,,,,
102896,2014,,2018,,,,,
22623,,,,,,,,
22787,,,,,,,,
22627,,,,,,,,
23255,,,,,,,,
23181,,,,,,,,
22980,,,,,,,,
23410,,,,,,,,
23325,,,,,,,,
23111,,,,,,,,
93657,1986,,,,,,,
11763,1993,,,,,,,
105366,2014,,,2018,,,,
23337,,,,,,,,
22967,,,,,,,,
88372,,,,,,2003,,
23375,,,,,,,,
61251,2006,,,,,,,
23106,,,,,,,,
23309,,,,,,,,
79215,2008,,,,,,,
108233,1999,,2002,,,,,
23233,,,,,,,,
23170,,,,,,,,
84933,2002,,,,,,,
22926,,,,,,,,
22948,,,,,,,,
23227,,,,,,,,
23480,,,,,,,,
22990,,,,,,,,
88239,2009,,,,,,,
22943,,,,,,,,
23165,,,,,,,,
22937,,,,,,,,
106448,1995,,,,,,,
23025,,,,,,,,
23125,,,,,,,,
23430,,,,,,,,
36231,1973,,,,,,,
23476,,,,,,,,
66867,2019,,,,,,,
23245,,,,,,,,
23160,,,,,,,,
23001,,,,,,,,
44636,2001,,,,,,,
23399,,,,,,,,
23274,,,,,,,,
71571,2004,,,,,2010,,
23251,,,,,,,,
49523,1990,,,,,,,
23221,,,,,,,,
23319,,,,,,,,
23194,,,,,,,,
23015,,,,,,,,
29574,2016,,,,,,,
23110,,,,,,,,
22972,,,,,,,,
7715,1997,,,,,2007,,
23069,,,,,,,,
23037,,,,,,,,
23408,,,,,,,,
23273,,,,,,,,
10706,2002,,,,,2007,,
23159,,,,,,,,
23454,,,,,,,,
37662,2005,,,,,,,
23180,,,,,,,,
23432,,,,,,,,
72790,2000,,,,,,,
23424,,,,,,,,
112380,2016,,,2023,,,,
23394,,,,,,,,
23395,,,,,,,,
23438,,,,,,,,
118210,1976,,,,,,,
23420,,,,,,,,
23340,,,,,,,,
23068,,,,,,,,
37139,2001,,,,,2006,,
18700,1995,,,,,,,
23108,,,,,,,,
39859,,,,,,2008,,
23381,,,,,,,,
23153,,,,,,,,
107455,,,2013,,,,,
22994,,,,,,,,
11337,1995,,,,,,,
23280,,,,,,,,
23275,,,,,,,,
23342,,,,,,,,
22911,,,,,,,,
84903,1991,,,,,,,
23368,,,,,,,,
111134,1991,,,,,,,
22927,,,,,,,,
23139,,,,,,,,
23369,,,,,,,,
23055,,,,,,,,
36668,2014,,,,,,,
12125,2001,,,,,,,
73865,2000,,,,,,,
22891,,,,,,,,
23356,,,,,,,,
72636,,,2014,,,2010,,
23301,,,,,,,,
53026,1992,,,,,,,
23024,2001,,,,,2016,,
23118,,,,,,,,
23216,,,,,,,,
22973,,,,,,,,
14348,2009,,,,,,,
89214,2006,,,,,,,
23320,,,,,,,,
23060,,,,,,,,
32377,2007,,,,,,,
23100,,,,,,,,
13332,2008,,,,,,,
33793,2008,,,,,,,
22935,,,,,,,,
51047,2009,,2014,,,,,
86424,,,,2021,,,,
23038,,,,,,,,
630,,,,2019,,,,
23412,,,,,,,,
23095,,,,,,,,
118184,1999,,,,,,,
23378,,,,,,,,
114102,2024,,,,,,,
23022,,,,,,,,
23359,,,,,,,,
23148,,,,,,,,
22933,,,,,,,,
106014,,,,,,2010,,
23374,,,,,,,,
47721,2003,,,,,2010,,
22985,,,,,,,,
23213,,,,,,,,
12396,2012,,,,,,,
56119,2002,,,,,,,
23039,,,,,,,,
23403,,,,,,,,
22953,,,,,,,,
49222,1998,,,,,,,
118789,1980,,,,,,,
94375,2004,,,,,,,
23333,,,,,,,,
22945,,,,,,,,
64702,2021,,,,,,,
23203,,,,,,,,
23360,,,,,,,,
21310,2008,,,,,,,
22883,,,,,,,,
100005,,,,,,2008,,
23079,,,,,,,,
23326,,,,,,,,
65129,1988,,,,,2002,,
22964,,,,,,,,
22929,,,,,,,,
64133,2024,,,,,,,
23985,,,,,,,,
23591,,,,,,,,
23843,,,,,,,,
35832,1995,,,,,,,
23839,,,,,,,,
23932,,,,,,,,
59717,2002,,2012,,,,,
23806,,,,,,,,
14615,2019,,,2024,,,,
23867,,,,,,,,
23523,,,,,,,,
23511,1985,,,,,1990,,
10559,1983,,,,,,,
24025,,,,,,,,
24043,,,,,,,,
99774,2020,,,,,,,
23886,,,,,,,,
57631,2001,,,,,2006,,
67266,1989,,,,,,,
27371,2001,,,,,,,
28888,2018,,,,,,,
23713,,,,,,,,
3540,1987,,,,,,,
99207,1966,,,,,,,
23614,,,,,,,,
56806,2002,,,,,,,
23613,,,,,,,,
52149,,2020,,,,,,
23622,,,,,,,,
23766,,,,,,,,
48786,2002,,,,,,,
23791,,,,,,,,
23847,,,,,,,,
23717,,,,,,,,
24026,,,,,,,,
35880,1978,,,,,,,
23485,,,,,,,,
24012,,,,,,,,
23827,,,,,,,,
23980,,,,,,,,
64935,2002,,,,,,,2009
23635,,,,,,,,
23515,,,,,,,,
45343,1989,,,,,1996,,
23859,,,,,,,,
23970,,,,,,,,
23636,,,,,,,,
24042,,,,,,,,
23773,,,,,,,,
20657,2010,,,,,,,
13164,,,,,,1998,,
57196,2002,,,,,,,
23700,,,,,,,,
101706,1999,,,,,2006,,
106003,2006,,,,,,,
48766,2014,,,,,,,
23882,,,,,,,,
23730,,,,,,,,
23579,,,,,,,,
35891,2002,,,,,,,
23989,,,,,,,,
24000,,,,,,,,
23566,,,,,,,,
23582,,,,,,,,
23540,,,,,,,,
23544,,,,,,,,
23747,,,,,,,,
24023,,,,,,,,
81040,1971,,,,,,,
23888,,,,,,,,
23861,,,,,,,,
23899,,,,,,,,
102369,2009,,,,,,,
108143,,,,,,2010,,
23774,,,,,,,,
22682,1971,,,,,,,
23607,,,,,,,,
75845,2003,,,,,2008,,
899,2011,,,,,,,
23772,,,,,,,,
23737,,,,,,,,
32641,1988,,,,,,,
23715,,,,,,,,
23711,,,,,,,,
16191,2006,,2011,,,,,
23560,,,,,,,,
23826,,,,,,,,
56079,1970,,,,,,,
23729,,,,,,,,
23893,,,,,,,,
68719,2025,,,,,,,
23946,,,,,,,,
23667,,,,,,,,
23678,,,,,,,,
23952,,,,,,,,
23601,,,,,,,,
24011,,,,,,,,
5317,1991,,,,,,,
23869,,,,,,,,
23694,,,,,,,,
23501,,,,,,,,
23735,,,,,,,,
66436,1987,,,,,,,
6640,2006,,,,,,,
101007,1990,,,,,,,
23887,,,,,,,,
23923,,,,,,,,
37321,2008,,2014,,,,,
23808,,,,,,,,
23871,,,,,,,,
103305,,,2013,,,,,
80522,2001,,,,,2006,,
32197,2001,,,,,,,
33272,2007,,,,,,,
23676,,,,,,,,
8079,2010,,,,,2013,,
23937,,,,,,,,
23731,,,,,,,,
23831,,,,,,,,
73561,1998,,,,,,,
116284,2023,,,,,,,
23741,,,,,,,,
23653,,,,,,,,
105180,2012,,,,,,,
55047,1979,,,,,2008,,
23663,,,,,,,,
15192,1979,,,,,,,
23958,,,,,,,,
23768,,,,,,,,
23771,,,,,,,,
105725,2014,,,,,,,
23641,,,,,,,,
23832,,,,,,,,
50699,1983,,,,,,,
23524,,,,,,,,
23959,,,,,,,,
23998,,,,,,,,
23615,,,,,,,,
81215,2010,,,,,2011,,
24287,,,,,,,,
24252,,,,,,,,
24383,,,,,,,,
1037,1976,,,,,,,
24399,,,,,,,,
35771,2011,,,,,,,
24062,,,,,,,,
24301,,,,,,,,
24253,,,,,,,,
24434,,,,,,,,
28388,1992,,,,,,,
24099,,,,,,,,
8945,2003,,,,,2011,,
24456,,,,,,,,
31813,1997,,,,,,,
4002,2003,,,,,,,
24609,,,,,,,,
24229,,,,,,,,
102084,1972,,,,,,,
24162,,,,,,,,
24395,,,,,,,,
24628,,,,,,,,
24118,,,,,,,,
24140,,,,,,,,
110979,1996,,,,,,,
59903,2000,,,,,,,
24408,,,,,,,,
94309,,,2010,,,,,
67365,1998,,,,,,,
78996,2005,,,,,,,
24387,,,,,,,,
24464,,,,,,,,
24152,,,,,,,,
24588,,,,,,,,
24472,,,,,,,,
24494,,,,,,,,
24519,,,,,,,,
24146,,,,,,,,
54967,,,,,,2007,,
41210,1994,,,,,,,
111837,2005,,,,,,,
9185,2000,,,,,,,
24601,,,,,,,,
24216,,,,,,,,
24636,,,,,,,,
24459,,,,,,,,
24564,,,,,,,,
24294,,,,,,,,
24056,,,,,,,,
24063,,,,,,,,
118078,2004,,,,,,,
24535,,,,,,,,
24526,,,,,,,,
24342,,,,,,,,
24621,,,,,,,,
81965,2012,,,,,,,
24606,,,,,,,,
24386,,,,,,,,
24245,,,,,,,,
27502,2012,,,,,,,
24496,,,,,,,,
107389,,,,,,2006,,
24458,,,,,,,,
24114,,,,,,,,
56450,1994,,,,,,,
24109,,,,,,,,
39848,1999,,,,,2013,,
103424,1992,,,,,,,
29415,2003,,,,,2008,,
89997,1999,,,,,,,
24336,,,,,,,,
24571,,,,,,,,
24567,,,,,,,,
24272,,,,,,,,
84191,2020,,,,,,,
24074,,,,,,,,
83861,2000,,,,,,,
78905,1985,,,,,,,
46183,2006,,,,,,,
16013,1998,,,,,,,
52798,2020,,,,,,,
71648,2001,,,,,,,
24431,,,,,,,,
24491,,,,,,,,
24213,,,,,,,,
25598,1984,,,,,,,
24361,,,,,,,,
24517,,,,,,,,
53339,2012,,,,,,,
24394,,,,,,,,
118345,1999,,,,,,,
24212,,,,,,,,
24155,,,,,,,,
35129,1997,,,,,,,
13014,1970,,,,,,,
24154,,,,,,,,
24437,,,,,,,,
24315,,,,,,,,
24553,,,,,,,,
73354,2019,,,,,,,
24236,,,,,,,,
24257,,,,,,,,
24296,,,,,,,,
24222,,,,,,,,
59690,2018,,,,,,,
24136,,,,,,,,
24642,,,,,,,,
24329,,,,,,,,
107020,,,,,,2002,,
24282,,,,,,,,
24569,,,,,,,,
24420,,,,,,,,
24373,,,,,,,,
24605,,,,,,,,
24495,,,,,,,,
24363,,,,,,,,
24595,,,,,,,,
24617,,,,,,,,
24468,,,,,,,,
24262,,,,,,,,
77244,2006,,,,,,,
24263,,,,,,,,
85523,2022,,,,,,,
24210,,,,,,,,
24511,,,,,,,,
17392,,,,,,2008,,
66265,1996,,,,,,,
24602,,,,,,,,
24103,,,,,,,,
89442,2013,,,,,,,
24335,,,,,,,,
24241,,,,,,,,
24513,,,,,,,,
24269,,,,,,,,
5703,2002,,,,,,,
24094,,,,,,,,
71988,1975,,,,,,,
36297,2001,,,,,,,
116145,2004,,,,,,,
34980,,,,,,1974,,
24046,,,,,,,,
24470,,,,,,,,
24322,,,,,,,,
93498,1989,,,,,,,
11200,2025,,,,,,,
115627,2004,,,,,2010,,
24271,,,,,,,,
24304,,,,,,,,
24238,,,,,,,,
24635,,,,,,,,
24284,,,,,,,,
24575,,,,,,,,
44453,1999,,,,,,,
83907,2005,,,,,,,
24476,,,,,,,,
59687,1997,,,,,,,
115516,2011,,,,,,,
24240,,,,,,,,
70203,1985,,,,,,,
36393,2003,,,,,,,
47294,1999,,,,,,,
25007,1976,,,,,,,
25165,,,,,,,,
24740,,,,,,,,
112955,2017,,,,,,,
25194,,,,,,,,
13952,2021,,,,,,,
25157,,,,,,,,
74896,2009,,,,,,,
91083,2006,,,,,,,
25231,,,,,,,,
1520,2011,,,,,,,
24818,,,,,,,,
73336,2005,,,,,,,
110016,1976,,,,,1984,,
24951,,,,,,,,
25010,,,,,,,,
36579,2008,,,,,,,
24744,,,,,,,,
24994,,,,,,,,
25035,,,,,,,,
102578,2013,,,,,,,
24778,,,,,,,,
24788,,,,,,,,
24691,,,,,,,,
78966,2002,,,,,,,
37256,1978,,,,,,,
25129,,,,,,,,
83674,1977,,,,,1982,,
25112,,,,,,,,
25008,,,,,,,,
25051,,,,,,,,
25193,,,,,,,,
25038,,,,,,,,
25155,,,,,,,,
24706,,,,,,,,
45271,2000,,,,,,,
24714,,,,,,,,
25075,,,,,,,,
25090,,,,,,,,
24936,,,,,,,,
110103,2025,,,,,,,
24914,,,,,,,,
