uid,age,registered_year
23615,18,2014
90746,40,2019
75008,45,2014
75588,48,2012
50619,15,2019
24819,36,2008
117815,34,2016
60692,27,2009
25407,20,2012
77380,40,2010
36210,21,2018
63735,36,2011
79230,40,2011
48250,35,2012
27795,36,2008
27796,35,2011
76791,32,2017
48835,29,2020
110659,49,2011
34412,28,2009
42210,34,2011
23616,46,2012
85332,45,2016
73219,27,2009
107670,30,2008
114210,43,2016
119036,32,2009
84059,16,2019
110660,53,2011
11539,31,2015
79815,39,2011
100378,17,2018
81033,33,2008
114795,40,2011
54116,44,2019
34413,16,2013
105860,42,2010
14500,15,2020
36785,26,2011
2526,36,2008
40975,28,2015
73821,25,2016
94420,44,2012
43949,45,2017
15723,46,2012
91951,27,2019
49442,31,2020
32552,26,2008
102253,50,2021
11540,24,2017
53532,36,2013
45858,30,2011
79231,33,2010
95622,20,2009
19886,31,2009
112508,22,2012
37373,40,2010
88337,18,2017
34414,18,2011
91952,34,2013
105861,21,2010
92553,33,2010
7295,28,2008
13880,76,2014
29498,71,2018
77381,53,2014
16884,37,2008
1312,31,2018
68438,34,2010
85937,39,2012
21812,44,2020
40976,22,2013
107063,37,2017
37374,46,2015
100381,23,2018
12710,18,2019
91953,31,2020
112509,15,2015
31314,27,2010
57088,35,2007
15724,31,2016
99189,52,2015
31315,22,2012
43385,32,2008
101007,46,2012
81036,38,2010
79816,36,2011
98615,61,2014
72028,18,2017
47653,30,2011
32554,68,2019
117231,21,2012
52314,15,2018
60693,33,2012
113092,40,2009
45859,49,2011
117816,34,2008
35619,32,2010
55266,25,2016
90137,25,2018
84676,17,2018
96822,30,2021
36788,29,2008
87712,54,2007
6670,50,2017
55878,49,2011
78598,60,2018
103408,16,2019
113658,49,2020
21813,64,2014
35032,37,2018
97455,16,2018
34417,55,2011
55267,28,2008
36789,30,2009
63136,36,2009
83497,16,2015
2528,36,2019
82857,27,2012
57669,22,2015
97456,63,2013
111945,33,2009
84677,40,2010
6100,24,2010
105862,28,2020
114214,39,2011
84062,24,2012
51772,32,2010
72030,60,2016
79233,35,2011
6671,19,2017
41598,37,2009
76793,19,2017
27184,30,2009
44586,50,2015
26571,40,2010
18712,30,2010
95048,43,2021
7914,18,2016
13308,25,2010
39772,15,2017
91364,44,2015
15127,30,2019
87713,41,2011
105259,38,2007
2529,28,2011
25411,51,2017
65455,34,2008
91366,23,2010
73822,19,2015
102256,38,2020
51773,35,2009
21815,16,2013
67837,21,2016
17468,21,2017
6673,18,2018
110662,39,2010
105261,55,2013
107673,43,2012
90749,45,2011
35033,46,2008
62523,48,2014
11542,15,2021
71462,24,2012
1314,47,2014
7915,25,2011
13311,31,2017
111294,29,2019
105863,17,2016
61939,38,2010
93818,20,2020
63736,80,2013
51174,20,2017
108897,43,2012
82255,28,2018
27185,47,2012
21202,19,2018
15727,34,2017
36213,20,2013
39774,55,2020
14504,34,2008
81040,68,2012
69693,49,2013
23036,30,2010
115381,45,2009
1924,15,2020
72595,38,2010
115382,35,2019
89527,46,2010
73824,23,2012
19290,22,2012
1315,31,2017
113094,41,2019
95050,19,2019
57673,29,2016
23037,26,2012
60124,56,2011
61941,35,2017
63738,36,2008
112512,38,2010
23038,58,2018
91369,35,2008
23039,42,2008
36790,56,2012
58299,65,2014
36214,36,2014
20539,34,2018
47084,38,2013
19291,42,2020
42212,21,2020
70265,31,2011
21816,30,2008
19887,44,2008
45864,47,2021
102257,42,2013
88342,34,2010
99190,30,2010
69694,53,2015
107674,57,2016
39160,66,2012
58300,48,2013
46469,47,2014
107675,54,2010
64892,36,2010
9138,76,2013
28369,36,2011
34420,44,2007
4880,41,2016
24823,55,2011
106449,28,2015
4291,19,2017
98023,39,2007
114799,32,2009
30081,18,2014
16322,41,2015
106450,42,2014
38548,55,2011
4292,35,2011
10337,48,2010
52881,30,2010
28976,30,2010
108285,33,2010
9721,28,2011
86550,43,2016
84066,28,2019
88343,44,2011
83498,22,2019
93179,26,2015
26573,33,2011
24201,32,2008
104629,41,2012
81614,29,2018
74407,41,2009
54687,63,2018
22414,50,2017
31963,33,2010
34421,66,2016
98024,30,2010
101608,52,2014
118412,63,2018
15129,42,2011
7297,16,2020
71465,30,2011
31319,57,2008
116636,31,2014
23040,39,2009
79819,68,2013
119039,37,2015
73827,32,2011
90139,57,2015
108287,48,2012
51179,33,2014
7919,19,2021
21206,38,2012
108288,25,2018
19888,29,2011
104632,30,2011
9140,20,2013
6102,33,2019
99195,57,2011
2532,42,2010
8540,62,2014
66657,49,2021
118413,21,2013
55273,41,2020
9141,32,2018
84682,34,2009
110085,32,2011
60699,15,2017
3159,17,2014
108290,35,2010
41602,15,2020
102260,26,2010
36793,30,2011
78600,17,2013
41603,51,2021
66658,32,2010
105265,18,2019
16325,44,2021
20541,40,2010
23041,28,2010
34424,32,2008
83499,54,2020
25413,33,2009
52316,44,2013
84069,33,2009
90753,19,2015
1926,21,2014
107677,42,2012
45224,18,2012
82257,17,2016
111296,31,2010
38550,27,2009
104030,35,2018
82258,25,2010
89530,45,2014
118415,35,2010
32558,36,2019
22416,34,2013
113098,34,2012
2537,38,2010
51777,31,2010
54690,58,2012
10947,33,2009
116019,38,2014
99196,44,2021
37378,46,2010
12122,28,2009
15733,15,2020
19294,47,2016
49451,34,2007
68444,16,2017
52884,46,2010
72597,21,2011
74409,17,2015
9142,25,2011
72598,49,2017
41604,37,2009
9143,55,2010
7920,35,2013
89531,36,2020
94423,25,2012
54123,33,2019
90755,28,2014
7921,43,2009
105268,54,2008
83500,52,2015
52317,32,2011
4884,31,2017
69076,32,2008
87719,32,2010
111949,16,2019
79821,44,2013
101609,36,2010
13885,25,2012
47089,48,2016
9724,38,2010
33183,19,2015
72599,36,2010
92559,24,2012
82259,44,2011
108898,17,2014
85336,41,2009
37380,17,2017
37965,23,2016
55275,21,2020
94424,36,2009
66661,35,2021
40393,39,2010
27801,32,2011
18717,66,2013
117822,75,2014
44589,32,2014
21209,35,2020
45866,76,2009
91960,44,2019
77388,46,2020
64280,32,2009
51183,23,2016
78603,27,2010
54691,31,2012
85338,39,2013
66662,22,2012
8545,23,2017
78604,41,2008
7922,48,2011
48842,36,2011
60703,42,2008
112519,15,2016
100392,67,2011
114221,35,2017
102264,48,2013
57679,17,2021
19297,16,2016
27187,27,2010
61944,32,2014
82260,25,2019
84683,45,2016
81619,35,2011
39163,42,2017
101610,21,2012
35040,51,2020
23622,15,2019
38555,29,2009
117825,35,2011
95629,19,2018
2539,40,2016
35041,33,2011
19891,46,2010
28980,41,2012
4885,40,2016
31967,47,2016
107679,39,2012
105269,43,2013
103416,38,2010
46471,46,2020
62529,31,2020
67253,37,2012
88345,22,2020
82865,32,2011
104034,27,2011
28372,18,2017
49453,34,2011
103417,19,2018
95059,24,2018
63742,49,2011
10950,35,2013
68445,16,2018
61323,15,2020
23623,46,2020
19892,21,2012
94427,25,2012
19893,30,2016
48257,59,2013
99200,37,2020
60127,47,2011
24827,25,2016
3164,16,2018
33821,37,2017
9147,44,2021
87121,36,2018
74411,18,2019
21819,45,2012
3696,44,2008
3697,37,2011
23045,16,2019
52319,24,2019
64896,26,2009
116022,35,2021
4887,37,2014
22419,33,2011
42782,41,2017
53537,25,2011
37382,36,2011
104635,32,2009
56473,53,2008
96221,42,2017
29506,35,2008
9148,24,2016
90760,20,2014
39780,24,2013
77390,37,2010
52320,35,2010
78606,58,2014
91963,17,2017
70270,45,2015
93183,37,2010
57681,32,2010
116641,42,2011
70271,29,2011
54696,29,2009
93184,33,2008
80444,46,2014
118417,32,2009
13887,59,2012
109510,29,2019
31328,17,2018
66071,60,2015
32564,40,2010
112522,17,2013
114807,23,2010
108295,31,2014
64283,46,2015
96825,29,2009
51187,31,2018
9149,35,2010
72603,15,2013
73829,43,2019
90761,62,2019
112523,37,2011
26576,15,2016
90762,50,2013
96826,34,2009
42785,28,2012
30090,15,2017
92565,15,2020
52321,37,2008
9728,40,2013
108900,48,2019
59518,44,2013
5504,36,2018
19298,23,2010
100396,37,2012
84685,50,2017
86558,53,2011
111952,52,2017
96223,16,2017
19894,37,2010
76205,32,2009
65461,15,2016
29507,18,2018
1930,49,2012
88349,21,2019
45869,35,2009
114809,45,2012
12125,37,2009
55884,27,2010
19895,29,2011
68447,45,2011
11544,21,2013
37968,23,2019
37969,24,2014
47659,28,2020
56475,21,2010
26577,32,2016
90763,40,2010
43962,56,2013
15739,38,2010
10952,15,2009
141,35,2010
28983,41,2009
108296,56,2013
114810,51,2012
3167,52,2016
33822,50,2017
19300,26,2013
4890,48,2013
49455,44,2010
70272,18,2014
85341,37,2010
64284,17,2017
35625,39,2009
69702,20,2017
99787,18,2020
21212,20,2014
41611,41,2009
24830,31,2017
81623,49,2016
70273,18,2017
37971,21,2021
10953,20,2017
103420,14,2016
54699,31,2015
89536,39,2009
39784,16,2014
43963,46,2020
37383,46,2010
12126,26,2010
10954,31,2019
53539,15,2020
55885,29,2016
30092,15,2020
116026,27,2010
28374,17,2019
117237,22,2018
72038,24,2011
66072,60,2020
106455,44,2012
67840,16,2012
24831,48,2010
117829,42,2008
104038,69,2013
58306,21,2013
90764,46,2014
56477,31,2009
116642,37,2014
75016,51,2012
36796,20,2014
62533,64,2014
50625,24,2010
116644,47,2016
7925,34,2007
19896,27,2009
34430,27,2012
119043,65,2011
97469,31,2018
51189,34,2021
5507,33,2011
50626,20,2014
81624,39,2016
58307,32,2008
118423,34,2014
104639,45,2011
8548,26,2017
36217,47,2013
104039,39,2018
13890,18,2018
38559,36,2011
93188,36,2010
98029,36,2020
67841,33,2011
70855,30,2019
109513,53,2010
67255,41,2016
88953,46,2019
70856,37,2013
93827,17,2016
16330,33,2008
9729,38,2011
77392,44,2012
111955,32,2008
42786,32,2011
40399,25,2011
15133,44,2019
64899,29,2013
93828,15,2020
6109,46,2016
82867,51,2014
50036,26,2009
15741,17,2018
40401,22,2011
54700,25,2013
101017,21,2017
34433,37,2009
112524,23,2018
51781,28,2011
97471,29,2016
85344,56,2011
13892,24,2017
105871,31,2018
92569,17,2011
12127,25,2009
63145,31,2011
72604,36,2010
108300,33,2013
84687,16,2019
1322,30,2008
30705,51,2015
102268,54,2018
15134,40,2013
96831,27,2009
85952,57,2012
25420,55,2012
66073,36,2008
33824,37,2011
71473,25,2013
44595,37,2010
48850,60,2011
33189,34,2008
95635,22,2013
98623,58,2018
4893,33,2009
66074,23,2012
1931,45,2010
93831,20,2017
54129,50,2011
82869,37,2013
48263,22,2012
33193,15,2021
45872,32,2011
93189,36,2013
76208,76,2011
59520,15,2018
7929,15,2020
81626,46,2012
93190,57,2020
106457,17,2018
6686,53,2014
99203,18,2021
69087,34,2014
119633,40,2008
91374,35,2010
34436,32,2011
109514,52,2013
707,32,2015
20545,17,2013
80448,16,2018
60708,43,2009
22421,48,2008
107684,28,2014
19302,30,2008
110673,54,2013
13895,21,2016
86561,37,2010
28378,31,2009
9733,40,2017
78011,15,2020
47662,39,2014
38562,61,2013
10957,34,2009
111957,14,2017
43967,29,2019
92570,32,2018
98625,67,2015
42788,53,2017
78012,46,2013
29513,60,2010
88352,19,2014
48264,32,2018
95067,34,2011
44597,34,2018
8553,15,2016
33826,51,2015
104642,36,2011
66671,36,2015
79829,15,2014
88954,21,2020
3702,41,2021
16331,15,2011
113107,42,2013
43968,48,2021
93192,36,2014
34437,42,2012
26579,15,2020
34438,27,2015
47663,26,2010
45233,48,2021
43970,49,2013
93836,18,2012
27807,48,2017
43971,18,2020
14520,37,2019
108902,40,2017
63747,80,2015
99204,49,2019
33827,39,2011
118428,18,2016
84689,26,2010
37976,35,2008
19901,34,2013
96227,40,2007
94432,33,2014
6688,36,2021
23050,15,2020
42219,65,2012
3703,37,2012
107685,30,2011
104643,33,2018
64905,41,2014
40402,43,2017
100399,37,2011
117244,34,2009
8554,19,2012
21824,31,2010
43398,25,2008
114227,33,2011
29514,31,2010
80449,25,2011
81628,27,2009
64289,62,2013
69706,43,2013
36219,36,2008
73832,37,2011
44599,32,2008
85955,20,2021
66672,45,2008
66673,31,2011
82265,38,2015
107075,25,2008
18722,34,2021
72040,38,2012
88955,40,2012
146,28,2010
7933,33,2012
147,28,2010
6112,37,2010
7304,26,2011
84082,37,2011
117832,33,2012
42789,29,2011
24836,17,2013
24210,47,2010
57690,34,2009
106459,18,2017
88355,35,2008
47094,36,2020
28379,34,2017
10353,29,2016
708,33,2020
11547,37,2020
93193,23,2014
113109,55,2021
81045,15,2019
42790,31,2014
25422,41,2018
39790,30,2012
59521,61,2018
111958,43,2015
89542,39,2010
42220,17,2013
12719,21,2011
51784,26,2014
40986,36,2011
65466,33,2009
50039,54,2011
2547,39,2014
37979,26,2019
76806,37,2012
67850,36,2012
114229,35,2010
83509,63,2011
1932,60,2011
28985,31,2009
101019,49,2017
30709,39,2009
12720,45,2009
99207,73,2012
27809,18,2020
55887,46,2021
98626,42,2013
58920,27,2008
93838,16,2019
709,23,2016
37980,34,2019
55888,47,2014
71475,16,2013
27810,25,2019
45236,20,2019
37389,56,2011
91379,35,2011
61335,46,2015
104645,65,2016
55889,33,2010
76211,49,2016
114815,20,2011
94433,29,2009
2549,69,2009
108304,32,2008
37981,45,2021
31334,32,2017
113666,17,2018
18097,36,2016
108305,50,2010
31335,57,2011
84694,58,2017
64293,16,2019
106460,66,2020
51787,57,2016
21827,32,2011
104044,48,2019
7305,25,2008
34440,36,2012
45876,35,2011
103424,45,2012
2550,16,2013
91380,33,2015
82873,32,2015
50634,43,2010
94434,30,2009
81047,34,2009
41619,42,2008
102272,34,2008
62536,31,2015
19905,64,2014
55891,41,2012
15749,21,2019
55892,30,2012
12131,32,2017
710,34,2015
116647,38,2010
711,36,2007
85348,31,2011
63152,19,2012
6690,39,2018
54703,21,2011
16334,30,2008
49461,19,2017
107078,70,2014
712,55,2019
51788,18,2013
74419,43,2013
110098,47,2018
88356,73,2018
23055,36,2008
45238,36,2008
84695,27,2009
14526,45,2014
20546,52,2014
116648,36,2012
109519,36,2012
67261,53,2011
67852,36,2014
108306,32,2015
58922,53,2014
6115,38,2010
74420,40,2009
30712,42,2021
116649,26,2010
10354,46,2014
3705,29,2012
49462,26,2010
42224,18,2017
88958,15,2018
87131,15,2017
114231,74,2009
24212,54,2010
88959,49,2013
111961,35,2018
86564,17,2019
80452,17,2014
52895,34,2010
42225,75,2013
26018,33,2012
83511,39,2013
105280,38,2013
94435,33,2011
20549,22,2015
110674,18,2013
76807,16,2019
78018,72,2018
16335,17,2018
111316,29,2017
7306,30,2012
49463,16,2019
64908,44,2021
17478,34,2013
39791,35,2009
76808,33,2017
18098,39,2015
38564,34,2009
110101,24,2013
69092,46,2013
24213,73,2017
9739,33,2011
55290,32,2010
72609,46,2013
110102,29,2011
35633,38,2009
70279,33,2016
5510,28,2020
148,55,2014
25426,33,2008
89545,35,2010
110103,14,2015
23627,30,2011
71477,30,2010
9157,31,2013
91973,24,2012
101615,35,2016
58312,46,2017
114816,17,2015
84088,20,2011
69711,57,2014
97477,29,2015
40989,49,2014
85958,36,2021
114817,25,2011
80453,61,2011
63749,43,2009
44604,24,2021
78019,44,2021
91975,21,2016
72045,17,2021
87133,15,2010
76214,33,2010
5511,29,2013
91976,53,2017
69093,37,2011
97478,16,2015
34444,57,2010
98033,18,2016
116650,42,2019
110104,46,2015
39175,31,2013
51194,44,2013
83512,27,2010
114818,22,2019
107082,15,2015
73231,40,2009
32574,45,2013
87134,35,2010
95070,62,2012
4896,36,2008
10963,43,2011
24216,41,2016
73232,50,2015
63156,36,2017
72611,27,2011
9740,15,2010
20550,46,2021
57696,52,2011
8556,30,2011
47096,53,2013
714,30,2013
115395,15,2021
26582,34,2010
115396,39,2019
39792,24,2019
50042,39,2008
98034,31,2018
2552,21,2012
82271,32,2013
80454,14,2018
4302,42,2021
104646,36,2008
117837,38,2011
37984,15,2015
19907,20,2018
72046,65,2014
80455,26,2008
91384,15,2019
104647,32,2010
75025,28,2010
99795,27,2012
64296,45,2015
79834,32,2010
40410,38,2014
78609,21,2020
45242,52,2020
70863,47,2010
3708,31,2017
34447,23,2010
47668,40,2010
73233,27,2013
30713,42,2020
56484,49,2010
111962,65,2014
101617,34,2013
56485,47,2017
10964,33,2010
67856,21,2019
47097,27,2013
20552,47,2021
96839,35,2018
32576,38,2011
61338,51,2007
105287,27,2015
18728,43,2009
39793,18,2013
39177,45,2012
72047,61,2016
19908,47,2012
54132,33,2011
84090,28,2011
76810,17,2017
34449,33,2008
13332,30,2010
11552,23,2010
67858,26,2014
46479,37,2020
101618,31,2019
76218,30,2011
9742,20,2013
58315,40,2010
102277,20,2012
112533,61,2014
10358,23,2011
42227,21,2012
76219,42,2017
116033,37,2011
117839,24,2016
39794,26,2012
7939,55,2015
65471,17,2016
117840,38,2016
105289,31,2020
39795,46,2011
15753,41,2009
57100,31,2008
1936,38,2013
108307,52,2014
43974,15,2021
70865,16,2021
7942,32,2010
71479,38,2019
15754,62,2013
40412,61,2010
33835,40,2010
67266,47,2009
85350,57,2019
85351,33,2011
10967,33,2021
15141,19,2011
98628,28,2010
4305,41,2010
31339,30,2009
10360,23,2017
115397,31,2010
96842,43,2017
60714,30,2008
18729,44,2019
107084,33,2010
15755,22,2016
89547,34,2007
109522,41,2011
45245,52,2018
72612,69,2012
13904,29,2019
39178,32,2011
21223,64,2012
84092,28,2012
103429,33,2017
23635,19,2018
103430,24,2020
92580,33,2008
50638,24,2011
86567,34,2014
68456,25,2010
101619,34,2009
96843,41,2020
55295,18,2016
42228,34,2008
91389,37,2019
61341,36,2014
39179,16,2018
57102,37,2011
30716,18,2017
84703,21,2013
75603,21,2018
11553,35,2008
67268,19,2016
117249,17,2018
48857,14,2016
33837,21,2020
69713,37,2015
30718,46,2014
113669,27,2012
716,48,2011
101025,29,2015
38567,19,2013
73839,21,2012
91979,52,2020
14532,37,2014
82878,36,2009
93843,38,2019
42796,17,2018
110107,15,2017
70868,30,2020
37985,44,2008
107691,31,2009
33838,33,2007
79836,32,2012
25427,30,2012
72613,80,2019
54133,15,2015
74426,32,2020
9160,47,2019
27195,32,2018
106464,15,2020
26023,20,2011
107693,32,2009
103432,31,2010
80456,17,2018
26585,56,2010
79837,17,2017
115398,73,2014
95645,42,2013
10364,29,2011
68457,18,2017
53549,50,2017
64297,31,2014
103433,25,2018
70870,38,2013
27196,29,2019
108915,32,2018
92581,29,2018
17482,44,2013
93196,19,2013
82275,35,2018
2556,21,2014
37986,34,2013
69099,38,2010
21224,37,2015
31341,38,2009
69714,41,2018
32580,52,2014
29523,42,2016
90772,36,2021
43975,14,2019
69101,35,2012
117250,27,2009
72053,34,2007
82879,40,2008
108917,67,2014
23636,16,2016
50046,16,2011
84093,72,2012
15146,16,2016
88360,19,2021
10367,17,2019
64298,22,2015
7945,30,2019
24222,27,2009
97487,38,2011
64912,59,2014
5515,40,2014
93199,20,2013
38571,17,2018
28388,44,2011
96845,36,2010
10368,35,2019
111323,36,2017
48859,47,2010
13333,30,2009
71480,76,2013
88961,35,2013
111965,21,2020
76812,73,2017
53551,58,2015
64913,35,2008
24844,36,2011
26024,48,2012
51796,51,2010
12730,41,2009
41622,31,2009
108310,33,2009
21225,17,2018
89549,36,2014
104651,70,2017
11555,34,2009
116654,16,2017
114824,29,2018
3711,33,2014
22427,20,2018
47101,20,2016
100408,25,2010
29524,34,2007
18103,56,2016
57105,38,2008
9746,34,2012
106465,38,2012
55898,18,2013
75605,33,2017
109524,27,2011
66081,42,2013
71481,17,2015
69717,38,2011
101029,21,2017
108311,35,2009
61957,30,2020
35055,51,2011
50048,60,2009
47671,33,2009
104052,36,2009
23060,50,2012
40415,36,2017
70287,30,2010
20557,47,2011
98629,48,2015
3172,40,2020
69718,16,2019
104652,41,2011
106466,59,2019
57106,29,2014
56489,25,2011
66082,23,2011
102283,60,2008
69719,35,2019
21226,28,2014
32582,45,2008
27199,51,2012
6121,43,2020
47102,41,2013
35056,22,2011
27817,25,2021
95649,29,2009
13908,19,2015
50050,34,2010
28391,35,2008
50051,44,2012
56490,23,2011
73841,48,2009
52329,27,2014
80458,22,2016
79253,18,2018
52330,16,2019
24846,18,2016
45883,19,2019
153,37,2013
12734,32,2019
81638,37,2012
72057,15,2021
115401,38,2017
102285,34,2019
57698,16,2018
6123,46,2013
101624,46,2013
154,51,2010
1330,38,2010
79840,36,2009
78026,28,2009
36810,40,2019
26587,32,2010
21227,26,2013
45248,18,2013
13336,39,2010
90153,38,2011
105293,35,2009
7951,39,2012
28989,14,2015
103438,26,2014
46482,42,2010
48274,39,2019
41626,29,2009
48275,17,2021
2559,21,2012
115402,32,2009
114826,28,2010
87735,40,2021
115403,30,2010
51197,38,2011
69103,26,2012
40991,39,2010
21837,36,2008
85961,31,2019
76819,26,2015
14535,21,2019
105885,48,2009
115404,38,2014
9163,18,2017
69104,57,2011
113671,34,2013
113119,32,2015
57699,26,2019
10371,41,2012
71484,40,2009
50643,16,2019
72616,33,2017
21838,23,2013
78614,31,2020
113672,36,2009
36811,20,2012
26027,36,2010
104053,26,2012
104654,72,2021
33206,22,2013
723,31,2009
55301,43,2010
18104,18,2016
52901,35,2010
48276,21,2019
37990,31,2013
75608,30,2010
43408,54,2012
95651,15,2016
30721,52,2018
9166,25,2018
72059,30,2013
84096,54,2011
70292,44,2010
110112,65,2013
15758,30,2017
6699,50,2012
101031,24,2009
112538,22,2015
113120,70,2010
725,30,2021
35636,30,2015
118440,20,2011
40992,40,2015
726,16,2019
36229,41,2017
13338,43,2017
111969,44,2020
17488,32,2018
8567,48,2009
60720,30,2010
86575,38,2011
102287,18,2021
99222,31,2011
105296,19,2020
84709,32,2010
61963,18,2020
12144,38,2014
6701,26,2015
79841,68,2018
33843,59,2018
80460,29,2009
24848,17,2020
98631,29,2010
7312,51,2014
83517,38,2016
90158,18,2015
81059,30,2011
61346,18,2017
114244,31,2009
51200,35,2012
81060,41,2021
93850,50,2013
50644,42,2016
98632,28,2011
67273,25,2013
104055,28,2019
73846,15,2020
31343,61,2016
113677,35,2021
30101,23,2010
3715,39,2010
74431,37,2012
9168,43,2016
78618,49,2017
91985,42,2011
62542,21,2015
78619,30,2009
80463,27,2010
6702,47,2014
116660,22,2011
18105,25,2015
12737,22,2011
53556,26,2010
1333,28,2008
44611,33,2016
96851,39,2012
15759,33,2009
24849,61,2013
107697,51,2021
42801,50,2009
40420,19,2016
107698,15,2020
89553,44,2010
59532,18,2018
48278,45,2019
18106,22,2018
35637,15,2016
27203,41,2009
79257,39,2013
83518,21,2011
79258,24,2015
92582,57,2016
65479,21,2012
85358,21,2015
7953,50,2018
39799,37,2010
10373,43,2013
45885,48,2010
10974,52,2011
114245,15,2015
104658,55,2009
42803,41,2010
111326,32,2011
48279,52,2012
36230,46,2014
15151,60,2019
99223,50,2012
38579,25,2009
94447,69,2011
28994,31,2021
21234,37,2009
74433,30,2012
61347,33,2007
3175,17,2015
92583,16,2019
58319,20,2015
19913,32,2012
20559,37,2011
46484,57,2011
85963,24,2011
3176,20,2019
28995,15,2020
27205,16,2015
36812,20,2015
58933,43,2011
49474,21,2018
53557,42,2007
55902,38,2018
115408,38,2014
54136,65,2010
36231,68,2012
76224,66,2010
52905,15,2007
31988,34,2008
5522,24,2016
37992,20,2017
87141,24,2011
95653,30,2011
39185,46,2018
35641,35,2011
23068,42,2018
87738,45,2020
107700,28,2011
55903,35,2014
39800,57,2015
18109,17,2015
5523,66,2017
102863,22,2012
69110,61,2019
40994,20,2019
38580,32,2020
9754,45,2013
13340,38,2011
95655,37,2009
105888,32,2009
56493,35,2009
95656,18,2021
105301,49,2008
56494,45,2015
88364,38,2016
82281,39,2016
64917,29,2013
56495,38,2012
98634,48,2009
70297,37,2018
103442,34,2021
90777,30,2009
34458,29,2011
112544,23,2014
40424,45,2021
109530,17,2016
18737,41,2014
80465,33,2008
18110,23,2012
12739,30,2008
82888,40,2011
91988,20,2020
39187,17,2018
23069,24,2011
35643,21,2017
42807,22,2011
77409,26,2014
7314,32,2013
31347,14,2016
13911,31,2019
82282,22,2014
70875,40,2017
54137,43,2011
8573,18,2017
99805,26,2013
100414,16,2015
83519,36,2011
95080,42,2019
76823,41,2016
115409,62,2020
110681,29,2013
12740,20,2017
60144,15,2019
99226,21,2019
116662,55,2012
20560,43,2011
64919,34,2011
96853,31,2014
107091,18,2018
64308,25,2013
93204,63,2010
6705,41,2009
34460,20,2015
88970,19,2019
55905,36,2012
76825,19,2013
34461,30,2010
93852,45,2011
33210,31,2012
92587,21,2018
28996,37,2008
158,27,2018
47684,15,2020
59535,28,2009
57707,41,2013
116663,33,2008
83520,20,2018
729,36,2011
78621,21,2011
69725,16,2017
31989,33,2008
115412,27,2012
54138,37,2021
72063,39,2012
50057,45,2010
104661,46,2014
114828,36,2018
53559,15,2013
19317,45,2010
94449,16,2019
98636,20,2019
56499,22,2011
118443,26,2008
84717,16,2016
32586,37,2009
91989,55,2011
94450,27,2010
54713,20,2014
9171,34,2010
70298,18,2018
64922,18,2015
40425,32,2008
67866,26,2017
50646,47,2013
78034,30,2011
19915,47,2009
93206,17,2018
87740,42,2020
88368,38,2014
104662,33,2021
35062,37,2016
78035,37,2010
19916,33,2009
69112,39,2007
31350,54,2012
81644,16,2019
99228,40,2009
66680,31,2010
50058,38,2013
39803,39,2012
18116,21,2012
105304,43,2012
52334,45,2017
29527,30,2011
81645,33,2008
13915,24,2015
21847,28,2010
115413,37,2017
54714,39,2011
35063,66,2010
119059,27,2010
12746,16,2013
105894,33,2009
105305,19,2016
83521,63,2020
117848,48,2011
52335,67,2013
5525,29,2018
93854,29,2009
33214,49,2015
57113,34,2012
43980,21,2014
118445,30,2008
89559,55,2020
9759,28,2008
51202,33,2008
46489,34,2013
24229,19,2020
116664,49,2021
118446,34,2013
77410,66,2014
82890,57,2021
70877,21,2018
13341,47,2019
73237,19,2019
92588,41,2014
95658,16,2019
17490,44,2017
90780,40,2018
73238,41,2015
39188,27,2010
115415,26,2014
51802,21,2017
114829,25,2013
98637,16,2015
79261,18,2011
67869,39,2008
43411,30,2011
63759,31,2016
15761,30,2011
16905,17,2018
88370,33,2009
51203,16,2020
45257,57,2012
19322,57,2009
66090,23,2019
6134,37,2019
5526,21,2018
35646,22,2010
62545,47,2010
89562,44,2021
111328,16,2019
75033,21,2021
49477,42,2010
35066,36,2009
98050,15,2019
57708,31,2021
44615,31,2009
3179,31,2020
732,16,2014
3721,18,2019
6135,48,2019
51205,25,2016
31351,31,2010
69730,34,2011
18119,33,2011
87148,59,2018
9761,23,2020
42245,38,2010
15159,15,2014
93209,63,2010
42246,73,2014
57115,48,2010
67280,28,2021
115417,31,2008
37404,20,2017
37405,28,2012
30107,29,2020
91990,31,2009
15160,45,2010
73851,34,2018
48868,37,2011
97496,34,2010
33847,47,2015
10382,27,2009
49478,31,2013
78037,49,2012
102867,23,2016
115418,37,2010
90781,33,2019
79847,37,2012
51803,41,2009
52909,32,2019
39807,44,2010
97497,34,2017
62546,17,2019
23641,45,2014
88372,44,2010
54717,50,2020
1338,34,2011
64924,16,2018
64925,78,2020
70881,30,2012
108927,23,2011
6137,35,2016
33848,22,2019
111973,47,2018
36234,31,2011
113124,31,2011
24232,32,2011
61968,27,2011
82284,41,2014
46491,29,2019
66092,22,2015
114832,16,2017
36815,51,2014
18120,27,2010
4911,36,2021
43981,51,2012
117851,31,2011
69733,14,2016
84102,70,2016
9177,24,2014
7962,49,2021
87743,60,2009
67870,16,2013
26032,35,2021
42810,53,2021
104060,22,2018
29529,20,2015
7322,15,2020
52911,21,2018
36817,29,2014
111330,40,2019
57117,62,2013
96855,35,2017
105898,20,2015
52912,17,2014
32590,20,2015
104664,46,2012
58942,55,2016
15763,39,2010
54720,27,2010
103444,32,2010
59537,30,2012
22437,41,2010
27824,21,2016
14545,33,2009
15764,28,2009
